1:904165 [-0.16305764  4.65142072 -0.23944419]
9:136269143 [-0.1905211   4.62898824 -0.25949105]
9:136287582 [-0.23502714  4.64803697 -0.23264706]
9:136805789 [ 0.59717667  3.73094308 -0.3409826 ]
9:136999786 [ 0.28408502  4.50907206 -0.31985485]
9:137174180 [-0.00974684  4.64586808 -0.35226205]
9:137341600 [-0.48959647  4.9599826  -0.1479792 ]
9:137610423 [ 0.01727309  4.59249158 -0.28352981]
9:137707834 [ 0.11343583  4.59678459 -0.25195134]
9:137779091 [ 0.25455958  4.57096855 -0.28493126]
9:138001526 [-0.51154783  4.7076598  -0.15666513]
9:138312393 [-0.42614581  4.81892662 -0.17824027]
9:138395969 [-0.58279401  4.78526936 -0.26424232]
9:138439792 [-0.07241515  4.62702629 -0.24787505]
9:138439809 [ 0.26172321  4.51512205 -0.23432782]
9:138718981 [ 0.15619088  4.55067305 -0.28120196]
9:139414839 [ 0.11441557  4.49586757 -0.28517422]
9:139879212 [-0.78000972  4.64468486 -0.25445208]
9:139890130 [ 0.55143631  4.54797714 -0.19969168]
9:139911983 [-0.22725763  4.6468198  -0.19409603]
9:140006202 [ 0.06058387  4.56203035 -0.20273918]
9:140327663 [ 0.22491094  4.58367523 -0.29246433]
9:140372501 [-1.0412217   4.60941255 -0.16248983]
9:141017240 [ 0.19241828  4.49409199 -0.32862749]
10:323283 [-0.42865127  4.83233979 -0.15818275]
10:413010 [-0.56106212  4.8737725  -0.17250206]
10:673037 [ 0.29792963  4.13377119 -0.24673221]
10:738630 [-0.53408702  4.92076815 -0.23904121]
10:1464892 [-0.27086449  4.90545426 -0.24998132]
10:1664242 [ 0.07622925  4.63746662 -0.30049599]
10:1758915 [-0.45788587  4.66916463 -0.18348752]
10:1973370 [-0.16644246  4.85509215 -0.27021668]
10:2197103 [ 0.3096634   4.42506787 -0.23505   ]
10:2224013 [ 0.0706897   4.49931935 -0.28007103]
10:2332465 [ 0.41266217  4.26797941 -0.28185445]
10:2590305 [-0.19537128  4.89368811 -0.2747905 ]
10:2746308 [ 0.32877016  4.58200935 -0.29968986]
10:2804109 [ 0.12726287  4.48882749 -0.29830552]
10:2939241 [ 0.19042114  4.37799415 -0.23468966]
10:3172121 [-0.26695873  4.83807464 -0.2920669 ]
10:4000708 [-0.34207306  4.79854762 -0.18646779]
10:4038347 [-0.21202609  4.66769405 -0.17488362]
10:4648434 [ 0.15305522  4.56736901 -0.23956072]
10:4942736 [ 0.31395868  4.35500709 -0.21776489]
10:5009759 [-0.07556617  4.74275435 -0.34304118]
10:5571354 [ 0.281995    4.39014607 -0.17926748]
10:5691135 [ 0.13888785  4.63065905 -0.35825688]
10:6053163 [ 0.00503613  4.64841598 -0.3054043 ]
10:6277556 [-0.27007852  4.86193717 -0.33938841]
10:6410125 [ 0.45926457  4.11851279 -0.17131028]
10:6522506 [-0.27660705  4.87114548 -0.2674782 ]
10:6698096 [ 0.44240193  4.4670553  -0.2636899 ]
10:6702598 [-0.11896295  4.73987761 -0.36013158]
10:6771957 [ 0.31801939  4.2573477  -0.20019188]
10:7084468 [ 0.33827698  4.35685271 -0.261409  ]
10:7089016 [-0.51350937  4.70815491 -0.2713904 ]
10:7187815 [ 0.07379199  4.54786153 -0.21174552]
10:7309735 [ 0.58234801  3.68241353 -0.26215902]
10:7618686 [ 0.15562378  4.50182568 -0.25689681]
10:8018046 [ 0.40750459  4.42491035 -0.26712418]
10:8439744 [ 0.43314582  4.3918515  -0.20566226]
10:8555318 [-0.07700508  4.74573561 -0.31484337]
10:8858346 [ 0.09762384  4.51874926 -0.29003335]
10:9337386 [-0.0080758   4.62139864 -0.26926725]
10:9790386 [ 0.05266352  4.61511475 -0.25209502]
10:10364529 [ 0.00781035  4.65952578 -0.34888402]
10:10463201 [ 0.08362989  4.54666053 -0.23890252]
10:10607323 [ 0.52045957  4.52233456 -0.23742791]
10:10607497 [-0.2496382   4.87456067 -0.22851441]
10:11082012 [ 0.43703906  4.27138482 -0.27976987]
10:11156472 [ 0.38771245  4.34051751 -0.33001534]
10:11161978 [ 0.09406233  4.54545894 -0.33178041]
10:11362317 [ 0.12563519  4.44627666 -0.25208497]
10:12131081 [ 0.33566972  4.21025077 -0.09413801]
10:12572496 [ 0.27973446  4.47096211 -0.22927307]
10:12575817 [-0.23377676  4.75667002 -0.31803963]
10:12591712 [-0.15691095  4.80102206 -0.32668471]
10:12614891 [-0.23210412  4.79023861 -0.28529766]
10:12881855 [-0.22824417  4.78349316 -0.14732991]
10:12897013 [-0.08235558  4.77399808 -0.24597181]
10:13007184 [ 0.54713236  3.67697096 -0.18484446]
10:13031971 [-0.31480123  4.74404325 -0.17494353]
10:13310071 [ 0.42466053  4.2860352  -0.14989348]
10:13716316 [-0.45389018  4.70502438 -0.25696417]
10:13825834 [ 0.3146701   4.35213868 -0.23108279]
10:13974185 [-0.03631464  4.60614608 -0.23529143]
10:14260500 [ 0.23497398  4.44060364 -0.2388423 ]
10:14430536 [-0.3868892   4.77380354 -0.30909411]
10:14722720 [ 0.18035246  4.53292557 -0.23961416]
10:15008493 [-0.07838534  4.72993588 -0.29706561]
10:15674416 [-0.06641746  4.61349213 -0.24054594]
10:15719621 [-1.12736069  4.69138055 -0.26134901]
10:15984035 [-0.34757673  4.85883217 -0.22786954]
10:16279015 [ 0.03150076  4.53162584 -0.20263501]
10:16734349 [-0.02158895  4.609384   -0.15569229]
10:16838866 [-0.44992745  4.92560108 -0.16667735]
10:17019013 [ 0.26815053  4.16991136 -0.24564047]
10:17204187 [-0.13223146  4.71507667 -0.19770725]
10:17250900 [-0.03939449  4.6060341  -0.17121021]
10:17426474 [ 0.12538179  4.47517827 -0.20159903]
10:17738484 [ 0.03545821  4.64754893 -0.31754281]
10:18229566 [-0.14489441  4.83394693 -0.28553   ]
10:18301449 [-0.16995599  4.66159535 -0.18420729]
10:18338686 [-0.13117751  4.71581339 -0.23815631]
10:18499676 [ 0.29270371  4.23876577 -0.20924606]
10:18500862 [ 0.28033175  4.56969297 -0.1678902 ]
10:18760635 [-0.39200946  4.65071555 -0.21712596]
10:18810674 [-0.09743877  4.7721718  -0.2504034 ]
10:18827828 [-0.13745272  4.78985168 -0.37718081]
10:18922659 [-0.07947443  4.68546545 -0.2487847 ]
10:18951085 [-0.05675566  4.66884758 -0.29490523]
10:19321162 [-0.06518666  4.72894554 -0.31575919]
10:19431373 [-0.10547485  4.62690221 -0.19061886]
10:19444182 [-0.0348706   4.66176265 -0.32456172]
10:19663851 [-0.06481272  4.72967903 -0.35423324]
10:19725008 [-0.05103164  4.67533242 -0.21678129]
10:19975850 [ 0.26383205  4.16739816 -0.21390146]
10:20416814 [-0.26217139  4.77869429 -0.33797568]
10:20443553 [-0.27388708  4.85601759 -0.25201668]
10:20542634 [-0.23684826  4.68632678 -0.28733755]
10:20639359 [-0.02223652  4.63344683 -0.26808034]
10:20865157 [-0.40965967  4.75567685 -0.34344437]
10:22394843 [-0.29040246  4.73907901 -0.09827706]
10:22504189 [-0.29977163  4.84984912 -0.27224533]
10:22839628 [ 0.26768577  4.51807932 -0.27988   ]
10:22966606 [-0.55904646  4.72993287 -0.19977206]
10:22972904 [-0.72544751  4.76366715 -0.19460571]
10:23110328 [-0.30786184  4.83576914 -0.29164572]
10:23482635 [ 0.4316416   4.19039167 -0.38251374]
10:23623523 [ 0.42591586  4.37588104 -0.28902462]
10:23991074 [-0.56303338  4.83931596 -0.2058025 ]
10:24165579 [-0.18604867  4.71277104 -0.29000605]
10:24846116 [-0.26131613  4.71388227 -0.24546527]
10:25594793 [ 0.31733714  4.38771679 -0.27881256]
10:25708501 [-0.49668195  4.86231785 -0.33961853]
10:26055631 [-1.00872961  4.75325593 -0.20549047]
10:27192279 [-0.1932513   4.93442863 -0.25088715]
10:27343232 [-0.05070048  4.71546198 -0.28082615]
10:27459670 [ 0.14311302  4.51101558 -0.34007902]
10:27524480 [-0.0145161   4.60756492 -0.29360762]
10:27681526 [ 0.04220467  4.6254756  -0.2839764 ]
10:27702786 [-0.12281079  4.79783011 -0.22447991]
10:28221321 [-0.87532045  4.68320623 -0.26307176]
10:28611563 [ 0.25584143  4.45444999 -0.30388553]
10:28945223 [ 0.13014479  4.49471862 -0.23526828]
10:29094608 [ 0.38075987  4.17284766 -0.19628497]
10:29183362 [-0.14556201  4.79211398 -0.34199663]
10:29193826 [-0.25560321  4.73257862 -0.30678062]
10:29230913 [ 0.24991905  4.25688073 -0.25076093]
10:29378718 [ 0.34514466  4.22008677 -0.28971749]
10:29466492 [ 3.18025239e-03  4.55381355e+00 -1.98917064e-01]
10:29973953 [-0.06996834  4.60784471 -0.11387847]
10:30041106 [-0.20336924  4.98362953 -0.32785036]
10:30138411 [-0.14794007  4.8477384  -0.26629213]
10:30400396 [-0.40108171  4.70883517 -0.28384449]
10:30411253 [ 0.27241625  4.5309719  -0.27200991]
10:30444255 [ 0.09555964  4.50896094 -0.31342941]
10:30501891 [ 0.25103744  4.33944101 -0.26662783]
10:30759039 [-0.99513861  4.69197529 -0.25625058]
10:31061216 [ 0.32991789  4.00607526 -0.1391406 ]
10:31294981 [ 0.35677729  4.37042157 -0.22625986]
10:31418463 [-0.01508859  4.65256126 -0.26339907]
10:32406441 [ 0.17947707  4.39132788 -0.24979363]
10:33276335 [ 0.13562523  4.57382316 -0.21762777]
10:33466566 [ 0.05267981  4.62245866 -0.30710637]
10:33538621 [-0.06920043  4.65690212 -0.253831  ]
10:33552695 [-0.02458518  4.62218179 -0.24936177]
10:34173438 [ 0.41473154  4.36645632 -0.24400742]
10:34194532 [-0.10136372  4.64774759 -0.22568273]
10:35220175 [ 0.05010611  4.57033397 -0.30092706]
10:36717061 [-0.27392411  4.73187616 -0.25309374]
10:36800702 [ 0.29879182  4.25518037 -0.1920866 ]
10:37254098 [ 0.43562645  4.31202608 -0.20045685]
10:37341389 [-0.15320739  4.79116559 -0.26865602]
10:38973500 [ 0.24371936  4.48530225 -0.23824053]
10:43069364 [-0.3179069   4.67544387 -0.1665126 ]
10:43281089 [-0.06906547  4.69590626 -0.28719236]
10:43372261 [-0.05939562  4.6061978  -0.26747613]
10:43594545 [ 0.01680306  4.61927721 -0.27394852]
10:44052903 [ 0.04332321  4.54792842 -0.17495218]
10:44427264 [ 0.08097441  4.56790964 -0.23916712]
10:44544935 [ 0.49716016  3.96332267 -0.33039708]
10:44597898 [-0.38563052  4.64613449 -0.21668621]
10:44599013 [-0.24428186  4.91382972 -0.24458871]
10:45123379 [-0.04268111  4.63436622 -0.20525822]
10:45319654 [-0.30305946  4.66034585 -0.23799281]
10:45395839 [ 0.08310177  4.60911963 -0.34722027]
10:45499009 [ 0.47197309  4.56435371 -0.24248682]
10:49910210 [ 0.10521369  4.45477938 -0.27714337]
10:49936336 [ 0.16173333  4.52141091 -0.25258404]
10:50091482 [-0.72395722  4.80554029 -0.21567686]
10:50403449 [-0.85701863  4.65639752 -0.1531677 ]
10:50443840 [-0.0101022   4.6264452  -0.33367696]
10:50830171 [-0.18764415  4.62609902 -0.25108818]
10:52074114 [ 0.12747004  4.57919885 -0.26448315]
10:52188013 [-0.11703179  4.63632633 -0.26846967]
10:53234155 [-0.44627176  5.12100546 -0.19862525]
10:53250879 [-0.14540371  4.64267891 -0.22265804]
10:53792576 [-0.11819487  4.81902844 -0.24043174]
10:53977377 [ 0.54095201  4.52459488 -0.28649956]
10:54007174 [ 0.644081    3.46028037 -0.16073283]
10:54501332 [ 0.26782914  4.43023282 -0.25672335]
10:54531226 [-1.01766816  4.7814191  -0.22404064]
10:54679959 [-1.03329562  4.79085179 -0.3130758 ]
10:54726056 [-0.04870796  4.72633306 -0.34497539]
10:54890625 [ 0.03339146  4.60874746 -0.24344667]
10:55055218 [ 0.26326679  4.27209437 -0.31977572]
10:55248100 [ 0.01313762  4.61102752 -0.28342886]
10:55830648 [-0.12906524  4.71113724 -0.27819416]
10:55871271 [ 0.0332803   4.55872234 -0.27868534]
10:56025604 [-0.21001942  4.8424985  -0.21604015]
10:56302543 [ 0.61818971  4.42151916 -0.17328016]
10:56391303 [ 0.48238503  4.318167   -0.13048728]
10:56487598 [-0.17341605  4.7935173  -0.27990087]
10:56545395 [-0.15376493  4.66711937 -0.16589362]
10:57499807 [ 0.04271794  4.51841255 -0.29929435]
10:58702440 [-0.0333765   4.64347627 -0.27285153]
10:59386322 [-0.46143784  5.27879778 -0.22322689]
10:59487363 [ 0.0443199   4.62668941 -0.23011637]
10:59588583 [ 0.28725374  4.21197654 -0.31021798]
10:59913151 [-0.05240778  4.68404573 -0.27692321]
10:60588553 [ 0.40837995  4.12160479 -0.24588272]
10:61657741 [ 0.26065333  4.13822178 -0.25502074]
10:61816736 [ 0.26922765  4.57100653 -0.22896253]
10:62055781 [ 0.19428684  4.48526226 -0.21084343]
10:62177839 [-0.10316184  4.75417171 -0.3001586 ]
10:62319434 [ 0.32459622  4.17779484 -0.26271145]
10:62420405 [ 0.20113651  4.52578824 -0.216811  ]
10:62842602 [ 0.28799215  4.23134292 -0.1836616 ]
10:63024071 [ 0.43431019  4.09618043 -0.19231163]
10:63167132 [-0.20822139  4.67525693 -0.18139272]
10:63186686 [-0.02975095  4.63772863 -0.2515768 ]
10:63240300 [-0.1558677   4.82127116 -0.33807346]
10:63912835 [-0.47835506  4.99452977 -0.23307798]
10:64307317 [-0.27952984  4.99314034 -0.25484156]
10:64360090 [-0.29587585  4.62991527 -0.2070382 ]
10:64445760 [-0.34694879  5.20118281 -0.2539403 ]
10:64610932 [-0.30121055  4.83768715 -0.35822257]
10:64667404 [-0.03857476  4.67127905 -0.28130973]
10:65027610 [-2.63927098e-03  4.63484354e+00 -2.97256491e-01]
10:65587937 [ 0.17543892  4.34177374 -0.28177132]
10:66610911 [-0.13855816  4.80180278 -0.23919437]
10:66719093 [-0.13447783  4.72707042 -0.26641234]
10:66982356 [-0.41694256  4.85676816 -0.1675702 ]
10:67301237 [ 0.34978851  4.55694031 -0.26342834]
10:67644475 [-0.22562881  4.64121094 -0.14293188]
10:67888229 [ 0.19192677  4.59316182 -0.24628259]
10:68028720 [-0.40720893  5.07613587 -0.2326919 ]
10:68029085 [-1.03617289  4.80363982 -0.2575123 ]
10:68140020 [-0.16900599  4.78099687 -0.30503831]
10:68527738 [ 0.16515399  4.319679   -0.23481181]
10:68577369 [-0.04166144  4.68479362 -0.31141363]
10:68627392 [-0.45193179  4.74426634 -0.23554278]
10:69359021 [-0.70213432  4.77913882 -0.26553035]
10:70075569 [-0.21380078  4.77131173 -0.2579526 ]
10:70080253 [ 0.08774596  4.5966404  -0.248194  ]
10:70246874 [-0.47762466  4.69184372 -0.20469957]
10:70405855 [ 0.19293598  4.3324661  -0.19836014]
10:71026510 [ 0.16139928  4.53774565 -0.25580771]
10:71142420 [-0.36048682  5.15047552 -0.18366331]
10:71432146 [-0.2599418   4.71737865 -0.21388764]
10:71469969 [ 0.1334358   4.5546517  -0.31137117]
10:71488223 [ 0.30588576  4.08011569 -0.2656833 ]
10:71502192 [ 0.30772937  4.39764068 -0.28138775]
10:71515730 [-0.21779908  4.65716331 -0.24302754]
10:71617584 [ 0.17153606  4.49353276 -0.22500863]
10:72006502 [-0.7425503   4.70748381 -0.30154655]
10:72191952 [ 0.20465803  4.39188591 -0.27744452]
10:72535007 [-0.02639634  4.66157283 -0.20864611]
10:73129458 [ 0.14585919  4.46607475 -0.17358285]
10:73315940 [-0.07454925  4.6633977  -0.31176416]
10:73392449 [ 0.29252396  4.21328169 -0.24797527]
10:73514364 [ 0.08728323  4.64045211 -0.29240801]
10:73515221 [-0.72592878  4.64182636 -0.26088197]
10:73526202 [ 0.09066302  4.54336223 -0.34596028]
10:73744566 [-0.75029077  4.76980061 -0.17760571]
10:74010785 [ 0.34839153  4.24360148 -0.1150375 ]
10:75037999 [-2.17246308  4.67963581 -0.26793182]
10:75742670 [-0.48598408  4.64648543 -0.1570078 ]
10:77383569 [-0.08957203  4.77683678 -0.23325631]
10:78209331 [-0.35885489  4.81540686 -0.28381875]
10:78243652 [-0.17031043  4.87572922 -0.30762864]
10:78299227 [-0.26770029  5.02162974 -0.34369367]
10:78944590 [-0.28429042  4.88098646 -0.2632045 ]
10:79649653 [ 0.17222479  4.55925819 -0.24506651]
10:80016531 [-0.16855236  4.69235785 -0.2272564 ]
10:80122251 [-0.36311478  5.02277676 -0.24337262]
10:80371229 [-0.83535541  4.69897231 -0.24424303]
10:80540697 [ 0.27848275  4.22465239 -0.30215066]
10:80820431 [ 0.38547139  4.38127421 -0.24228282]
10:80843548 [ 0.32837018  4.51815674 -0.304693  ]
10:80869062 [-0.23207745  4.79725413 -0.1244671 ]
10:81121960 [-0.29876064  4.97636708 -0.20224153]
10:81794163 [ 0.01714014  4.64458523 -0.34911352]
10:81812036 [ 0.256901    4.29380332 -0.22671293]
10:83153171 [ 0.10036408  4.53414166 -0.2304999 ]
10:83662048 [-0.02547313  4.6812994  -0.29787543]
10:84089539 [-0.18944381  4.71266643 -0.26538887]
10:84515820 [ 0.51910309  3.94369513 -0.10274839]
10:84531521 [-0.4657084   4.80543606 -0.32437288]
10:84634847 [ 0.05398324  4.56445137 -0.23546241]
10:84744926 [ 0.03157536  4.60662494 -0.24896876]
10:85573752 [-0.25910734  4.70536058 -0.20102375]
10:85582722 [-0.1305842   4.72330634 -0.26171584]
10:85754531 [-0.24173637  4.63754957 -0.2226125 ]
10:85775538 [-0.50846047  5.32621359 -0.25436893]
10:85903678 [-1.07947826  4.83335382 -0.27160142]
10:86273249 [ 0.06717589  4.59734892 -0.27160082]
10:86356555 [-0.65557101  4.75044494 -0.23415606]
10:86547284 [-0.81325955  4.76251056 -0.27012118]
10:86589388 [-0.24130292  4.91079068 -0.20740359]
10:86649647 [ 0.19877541  4.47350656 -0.23137753]
10:87104771 [-0.26692821  4.81159755 -0.10629445]
10:87341247 [-0.22791184  4.6965651  -0.29353829]
10:88012223 [-0.03781153  4.65163446 -0.21178575]
10:88332974 [-0.08127909  4.67125683 -0.29386467]
10:88422151 [ 0.04529251  4.58360843 -0.2884349 ]
10:88725984 [-0.07257847  4.72623119 -0.2620561 ]
10:89457851 [ 0.17329651  4.55317231 -0.29034427]
10:90144950 [ 0.11750954  4.51697493 -0.30493675]
10:90438207 [ 0.33789239  4.49626572 -0.31589702]
10:90489360 [ 0.31302594  4.40786003 -0.21118822]
10:90585566 [ 0.12218062  4.51334405 -0.29476848]
10:90944216 [ 0.21448937  4.43660685 -0.25963017]
10:91099630 [ 0.09162199  4.58365215 -0.28827989]
10:91404729 [-0.57269982  4.41073194 -0.00563855]
10:91479211 [ 0.09966737  4.62889475 -0.27766234]
10:91487649 [ 0.40267279  4.44176667 -0.21938631]
10:92264124 [ 0.06152305  4.58341552 -0.25711486]
10:92514739 [-0.28174187  4.74725911 -0.09878062]
10:93348014 [ 0.37070487  4.55678761 -0.31156566]
10:93668110 [-0.35456626  4.70056278 -0.3249769 ]
10:94843535 [ 0.35297531  4.23472328 -0.23009267]
10:94901328 [ 0.14149101  4.4101086  -0.26737226]
10:94908144 [-0.21915327  4.69775866 -0.24057618]
10:95173966 [-0.40871785  5.23457794 -0.28843231]
10:95515515 [ 0.36626429  4.15497086 -0.18574931]
10:96001888 [ 0.33036004  4.46266033 -0.29127568]
10:96305329 [-0.02252325  4.67138252 -0.34281133]
10:96405329 [ 0.01332258  4.68808079 -0.30845936]
10:96797470 [ 0.02220918  4.56132594 -0.22762591]
10:97169467 [-0.12422796  4.76651856 -0.24921761]
10:97740223 [-0.60322164  4.73624047 -0.27102169]
10:97842565 [ 0.15270932  4.46667911 -0.31487914]
10:97919742 [-0.35943885  4.6961295  -0.305855  ]
10:97987265 [-0.98586282  4.6719263  -0.27690624]
10:98226277 [ 0.37162592  4.4828042  -0.31414971]
10:98773803 [-0.34497235  4.72713496 -0.39598607]
10:99167255 [-0.20791394  4.70196703 -0.16699581]
10:99227333 [-0.02629946  4.6299905  -0.2933096 ]
10:99280233 [ 0.05945519  4.53021322 -0.19210381]
10:99435006 [ 0.01145848  4.61780213 -0.29272079]
10:99504630 [ 0.01176436  4.6167301  -0.26077888]
10:99969568 [ 0.12613351  4.50526531 -0.26564335]
10:100099508 [ 0.03084825  4.55208041 -0.21089447]
10:100358291 [ 0.208724    4.38920701 -0.26387068]
10:101595996 [-0.27000888  4.67159347 -0.29745236]
10:101645498 [-0.37244326  4.9671641  -0.20032876]
10:101712951 [ 0.15437934  4.50520411 -0.20518647]
10:101790389 [-0.18908805  4.80379501 -0.29855117]
10:101977883 [-0.26989778  4.9462905  -0.30187903]
10:103029060 [-0.22040427  4.78801297 -0.31151105]
10:103690570 [ 0.33860434  4.4068361  -0.23896803]
10:104572276 [-0.09027688  4.75639967 -0.2975635 ]
10:105155066 [ 0.25117719  4.39718833 -0.24070909]
10:106207209 [-0.30628089  4.7638411  -0.28742241]
10:106783551 [ 0.08602532  4.60623113 -0.30633319]
10:106971524 [-2.11716502e-03  4.58692073e+00 -2.41183366e-01]
10:107328195 [ 0.17210823  4.34443962 -0.2530144 ]
10:107337982 [ 0.39248705  4.21340674 -0.22377996]
10:107438736 [ 0.05759473  4.55235114 -0.21040561]
10:107517345 [ 0.46141848  4.33712184 -0.1141945 ]
10:108381257 [ 0.26514662  4.43834597 -0.2923369 ]
10:108664734 [ 0.00748008  4.68008671 -0.28494645]
10:109097367 [ 0.11684045  4.55834249 -0.20747585]
10:109438372 [-0.03468776  4.66516796 -0.24967362]
10:109586573 [-0.2342853   4.78036348 -0.30103331]
10:109609300 [ 0.03769046  4.62349639 -0.33453191]
10:109763752 [-0.12105325  4.6329063  -0.26444495]
10:110023221 [-0.43712211  4.81897999 -0.24234875]
10:110527358 [ 0.24332865  4.5304073  -0.24827247]
10:111276294 [-0.05270719  4.7011987  -0.29180728]
10:111537595 [ 0.19874891  4.32200365 -0.23245945]
10:111928766 [ 0.10861876  4.59143883 -0.2694316 ]
10:111950733 [-0.13643976  4.6714034  -0.22438356]
10:112490002 [ 0.17928147  4.37910393 -0.28361176]
10:112596570 [-0.01782168  4.6166126  -0.1861968 ]
10:113042093 [ 0.62634643  3.72432564 -0.29409646]
10:113656367 [ 0.06916873  4.51646413 -0.27117047]
10:113775409 [-0.12986839  4.68265836 -0.20183601]
10:114236865 [-0.10226669  4.7190775  -0.2816703 ]
10:114479262 [-0.34060591  4.95661042 -0.30055491]
10:114520879 [-0.38153536  4.95023038 -0.19163611]
10:115180898 [ 0.09441172  4.56054182 -0.22314554]
10:115235656 [ 0.15010049  4.56116705 -0.23396804]
10:115327818 [-0.21108002  4.69438235 -0.25377047]
10:115334124 [ 0.25723039  4.38261309 -0.28371507]
10:115542186 [ 0.31909454  4.40315484 -0.26490291]
10:115644040 [ 0.24156631  4.51715533 -0.30295569]
10:115922774 [-0.46693454  4.82674459 -0.21823596]
10:116150161 [ 0.06119057  4.56359319 -0.27099327]
10:116207687 [-0.6601838   4.6690724  -0.26249208]
10:116332770 [-0.24244054  4.92792034 -0.24619775]
10:117228794 [-0.28093889  4.81599367 -0.24457497]
10:118228763 [-0.11950317  4.65177293 -0.31209863]
10:118285633 [-0.0646585   4.59696481 -0.17677442]
10:118481120 [ 0.1923885   4.41381549 -0.20676549]
10:118969346 [ 0.13216115  4.58928256 -0.2075818 ]
10:119075741 [-0.08379222  4.72768309 -0.26705154]
10:119283708 [-0.00780517  4.60043089 -0.24281117]
10:119363648 [-0.08743591  4.7658927  -0.29086543]
10:119460525 [-0.08160435  4.70727568 -0.26125637]
10:120515182 [ 0.02437525  4.64560804 -0.35014973]
10:120690832 [ 0.42681749  4.39090947 -0.22238011]
10:120927544 [ 0.2548106   4.44141979 -0.28465936]
10:121197057 [-0.28277112  4.8558546  -0.22042905]
10:121436362 [-0.4105314   5.22087215 -0.2971804 ]
10:121586882 [-0.08466876  4.65075169 -0.20469189]
10:122246287 [ 0.09253921  4.63364367 -0.40913869]
